"","Address","nearest_hawkers","dist_to_nearest_hawkers","hawkers_1km"
"99","10 CHAI CHEE RD","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.533778923125207","4"
"100","185 BEDOK NTH RD","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.229097492162092","4"
"101","111 LENGKONG TIGA","4A EUNOS CRESCENT MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT) SINGAPORE 402004","0.887295011054153","1"
"102","220B BEDOK CTRL","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.216745619487246","6"
"103","603 BEDOK RESERVOIR RD","630 BEDOK RESERVOIR ROAD PASAR MAKAN @ RESERVOIR SINGAPORE 470630","0.363428176356573","1"
"104","21 CHAI CHEE RD","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.741517496790148","2"
"105","672 JLN DAMAI","630 BEDOK RESERVOIR ROAD PASAR MAKAN @ RESERVOIR SINGAPORE 470630","0.609627695983291","1"
"106","415 BEDOK NTH AVE 2","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.399005246389846","5"
"107","763 BEDOK RESERVOIR VIEW","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.569578909686634","2"
"108","805 CHAI CHEE RD","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.926078743820084","2"
"109","723 BEDOK RESERVOIR RD","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.453171315409182","2"
"110","722 BEDOK RESERVOIR RD","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.463120175634024","2"
"111","219C BEDOK CTRL","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.247937676089451","6"
"112","640 BEDOK RESERVOIR RD","630 BEDOK RESERVOIR ROAD PASAR MAKAN @ RESERVOIR SINGAPORE 470630","1.03076572498734","0"
"113","160 BEDOK STH AVE 3","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.713069641256091","1"
"114","94C BEDOK NTH AVE 4","85 BEDOK NORTH STREET 4 UOB BEDOK NORTH STREET 4 SINGAPORE 460085","0.461662150707248","1"
"115","22 SIN MING RD","320 SHUNFU ROAD DBS SHUNFU ROAD SINGAPORE 570320","0.643690777733132","1"
"116","407 SIN MING AVE","226D ANG MO KIO AVENUE 1 KEBUN BARU MALL SINGAPORE 564226","0.663953243694781","2"
"117","105 BISHAN ST 12","93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093","0.859918239600825","2"
"118","167 BISHAN ST 13","210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210","0.868842812033996","1"
"119","111 BISHAN ST 12","93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093","0.970061410041781","1"
"120","181 BISHAN ST 13","210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210","1.01589426779383","0"
"121","166 BISHAN ST 13","210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210","0.963431115709007","1"
"122","109 BISHAN ST 12","93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093","0.936736327329805","1"
"123","115 BISHAN ST 12","93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093","1.05469373859095","0"
"124","260 BISHAN ST 22","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.806263492847496","3"
"125","275A BISHAN ST 24","320 SHUNFU ROAD DBS SHUNFU ROAD SINGAPORE 570320","0.893491279260853","2"
"126","214 BISHAN ST 23","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.705506182856298","2"
"127","182 BISHAN ST 13","210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210","1.130423204558","0"
"128","448 BRIGHT HILL DR","320 SHUNFU ROAD DBS SHUNFU ROAD SINGAPORE 570320","0.946472190609082","1"
"129","402 SIN MING AVE","226D ANG MO KIO AVENUE 1 KEBUN BARU MALL SINGAPORE 564226","0.841254058302635","2"
"130","128 BISHAN ST 12","210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210","0.81714841618538","2"
"131","303 SHUNFU RD","320 SHUNFU ROAD DBS SHUNFU ROAD SINGAPORE 570320","0.296506916732535","1"
"132","231 BISHAN ST 23","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.770335413635273","1"
"133","134 BISHAN ST 12","210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210","0.656536428460351","2"
"134","342 BT BATOK ST 34","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.44392744020478","0"
"135","530 BT BATOK ST 51","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.0507855110012","0"
"136","145 BT BATOK ST 11","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","0.982335145595365","1"
"137","528 BT BATOK ST 51","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.08701541447176","0"
"138","537 BT BATOK ST 52","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.95281408248102","0"
"139","213 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.68377089066174","0"
"140","219 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.96509818017461","0"
"141","235 BT BATOK EAST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.13928286769353","0"
"142","130 BT BATOK WEST AVE 6","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.23575768589542","0"
"143","212 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.66327819861599","0"
"144","346 BT BATOK ST 34","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.54990108004954","0"
"145","226 BT BATOK CTRL","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.81435927914456","0"
"146","247 BT BATOK EAST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.25818465679043","0"
"147","169 BT BATOK WEST AVE 8","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","0.49506529686859","1"
"148","154 BT BATOK ST 11","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","0.840641732518319","1"
"149","260 BT BATOK EAST AVE 4","51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215","2.28057986518267","0"
"150","360 BT BATOK ST 31","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.42615006791174","0"
"151","217 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.92494682691496","0"
"152","178 BT BATOK WEST AVE 8","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","0.612415590797938","1"
"153","265 BT BATOK EAST AVE 4","51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215","2.14684669816784","0"
"154","134 BT BATOK WEST AVE 6","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.17534205190773","0"
"155","301 BT BATOK ST 31","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.92349141077804","0"
"156","289E BT BATOK ST 25","51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215","1.9434249177054","0"
"157","244 BT BATOK EAST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.26090106804625","0"
"158","248 BT BATOK EAST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.23079054055932","0"
"159","290D BT BATOK EAST AVE 3","51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215","2.13649514460783","0"
"160","395 BT BATOK WEST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","3.01326775582491","0"
"161","642 BT BATOK CTRL","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.6714853409168","0"
"162","185 BT BATOK WEST AVE 6","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","0.894141160094141","1"
"163","106 BT BATOK CTRL","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.17634102889818","0"
"164","210 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.37765359450902","0"
"165","386 BT BATOK WEST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.81110372125869","0"
"166","394 BT BATOK WEST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","3.04737949232016","0"
"167","190 BT BATOK WEST AVE 6","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","0.94830652471436","1"
"168","206 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.34355270689106","0"
"169","211 BT BATOK ST 21","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","1.43178696952261","0"
"170","391 BT BATOK WEST AVE 5","254 JURONG EAST STREET 24 YUHUA VILLAGE MARKET AND FOOD CENTRE SINGAPORE 600254","2.99694916354521","0"
