"","Address","nearest_mrt","dist_to_nearest_mrt","mrt_1km"
"5859","463 PASIR RIS ST 41","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.86596288786297","0"
"5860","601 ELIAS RD","15 TAMPINES CENTRAL 1 TAMPINES MRT STATION (DT32) SINGAPORE 529544","2.52855253883244","0"
"5861","128 PASIR RIS ST 11","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.10528592307583","0"
"5862","537 PASIR RIS ST 51","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.60253261212923","0"
"5863","459 PASIR RIS DR 4","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.73034920265711","0"
"5864","466 PASIR RIS ST 41","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","1.92789627646901","0"
"5865","586 PASIR RIS ST 53","20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623","2.25155302289258","0"
"5866","635B PUNGGOL DR","50 PUNGGOL DRIVE OASIS LRT STATION (PE6) SINGAPORE 828854","0.216456486891129","7"
"5867","110C PUNGGOL FIELD","60 PUNGGOL FIELD MERIDIAN LRT STATION (PE2) SINGAPORE 828857","0.20731169056602","8"
"5868","195C PUNGGOL RD","50 PUNGGOL FIELD COVE LRT STATION (PE1) SINGAPORE 828858","0.22351374901653","6"
"5869","168A PUNGGOL EAST","70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856","0.199428515335527","6"
"5870","169B PUNGGOL FIELD","70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856","0.182171444176025","5"
"5871","168C PUNGGOL FIELD","70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856","0.133099949171706","6"
"5872","168D PUNGGOL FIELD","70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856","0.159142842726641","6"
"5873","106D PUNGGOL FIELD","60 PUNGGOL FIELD MERIDIAN LRT STATION (PE2) SINGAPORE 828857","0.194190708216713","8"
"5874","128C PUNGGOL FIELD WALK","70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856","0.151420998356986","6"
"5875","107B EDGEFIELD PLAINS","60 PUNGGOL FIELD MERIDIAN LRT STATION (PE2) SINGAPORE 828857","0.189600585430386","7"
"5876","202B PUNGGOL FIELD","50 PUNGGOL FIELD COVE LRT STATION (PE1) SINGAPORE 828858","0.18752415089331","7"
"5877","642B PUNGGOL DR","60 PUNGGOL DRIVE KADALOOR LRT STATION (PE5) SINGAPORE 828853","0.140883670158151","5"
"5878","271B PUNGGOL WALK","70 PUNGGOL CENTRAL PUNGGOL MRT STATION (NE17) SINGAPORE 828868","0.171181929609991","7"
"5879","87 C'WEALTH CL","375 COMMONWEALTH AVENUE COMMONWEALTH MRT STATION (EW20) SINGAPORE 149735","0.268374548785999","3"
"5880","21 DOVER CRES","100 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (EW21) SINGAPORE 139345","0.625828815561972","4"
"5881","19 DOVER CRES","200 COMMONWEALTH AVENUE WEST DOVER MRT STATION (EW22) SINGAPORE 138677","0.683576563547505","4"
