"","street","dist_to_nearest_mrt","mrt_1km","dist_to_nearest_supermarket","supermarket_1km","dist_to_nearest_hawkers","hawkers_1km","dist_to_nearest_primary_schools","primary_schools_1km","dist_to_nearest_hospital","hospitals_1km","dist_cbd","postal_2dig","lease_commence_date"
"25","118 ANG MO KIO AVE 4",0.23747477456337,1,0.45883449084064,4,0.38773817496911,5,0.137526430875145,3,1.3114772428662,0,9.67214138882917,"56",1978
"26","333 ANG MO KIO AVE 1",0.98549127671917,1,0.471538540754268,4,0.434461360727955,3,0.27792035882617,2,2.6224969430191,0,8.16969357417786,"56",1981
"27","256 ANG MO KIO AVE 4",0.115633343522365,2,0.351970141304696,5,0.505004580145928,5,0.37132870549704,2,1.57004048112717,0,9.3687479355993,"56",1977
"28","330 ANG MO KIO AVE 1",0.850936084093602,1,0.392998298043091,4,0.365395145586055,3,0.351414868502962,2,2.68071885133973,0,8.29137306843489,"56",1981
"29","557 ANG MO KIO AVE 10",0.929417142531525,1,0.442752743678947,3,0.386494022930839,2,0.663637356900281,1,2.26359617948603,0,9.3379268908296,"56",1980
"30","302 ANG MO KIO AVE 3",0.536966916932828,1,0.354456436779903,7,0.449690370547803,4,0.612738009880629,3,1.974882405754,0,8.8357940741934,"56",1978
"31","575 ANG MO KIO AVE 10",0.729927792430652,1,0.268842262426433,5,0.226750528534473,3,0.465730679520254,2,2.23383188175819,0,9.29958602779441,"56",1980
"32","509 ANG MO KIO AVE 8",0.457453318268722,1,0.443851248306134,5,0.452295408021439,3,0.324679555566819,3,1.55863592694938,0,9.58055209053673,"56",1980
"33","472 ANG MO KIO AVE 10",1.21603475175688,0,0.62520746830799,3,0.311600932545198,4,0.600835518564447,3,2.43223297551679,0,8.39985119150522,"56",1979
"34","475 ANG MO KIO AVE 10",1.1200473272375,0,0.497751050113534,3,0.129843383748052,3,0.429996510702708,3,2.61702191886927,0,8.3333327446112,"56",1979
"35","629 ANG MO KIO AVE 4",0.537494150007507,2,0.660873769711549,1,0.101278725391594,3,0.469296120575663,2,0.435834264070406,1,10.3360938361449,"56",1981
"36","546 ANG MO KIO AVE 10",0.928084784296129,1,0.366034328916859,2,0.30168560106471,2,0.627865166767735,1,2.18454214298765,0,9.55767927392229,"56",1981
"37","131 ANG MO KIO AVE 3",0.584448718431065,2,0.201716036275044,7,0.468908410454833,5,0.306324082576263,3,1.45650659468842,0,9.31297583117678,"56",1979
"38","254 ANG MO KIO AVE 4",0.251875169827025,2,0.373488846042159,5,0.624756391024318,5,0.367591051438908,2,1.66232649518992,0,9.35167232104572,"56",1977
"39","470 ANG MO KIO AVE 10",1.02595204416631,0,0.438812836443397,3,0.214080790811107,4,0.565298802812165,3,2.53875914258322,0,8.49402761256108,"56",1979
"40","463 ANG MO KIO AVE 10",0.942947168624272,1,0.532360724647547,4,0.191553435590049,3,0.742371471530297,3,2.36035246000707,0,8.81655562617658,"56",1980
"41","207 ANG MO KIO AVE 1",0.87590055054869,2,0.133252978436649,7,0.349755387532023,4,0.529191985407215,2,2.04474696717647,0,8.72507825225936,"56",1976
"42","304 ANG MO KIO AVE 1",0.650133580113435,1,0.350313475316183,7,0.436776472952834,4,0.668080753083634,3,2.04041917182164,0,8.75271043433167,"56",1977
"43","646 ANG MO KIO AVE 6",0.293958128191095,1,0.745431897466332,2,0.391388875990113,4,0.340133164202472,2,0.63937954934188,1,10.2183553713782,"56",1980
"44","328 ANG MO KIO AVE 3",0.41424009109636,1,0.222811908423491,7,0.309467866196109,6,0.362520706715335,4,2.10977590402512,0,8.76778476843787,"56",1978
"45","588C ANG MO KIO ST 52",0.504159162158998,1,0.0938690240968484,5,0.136499725322227,3,0.213012486086444,2,2.00910128104729,0,9.33968092378608,"56",2011
"46","588D ANG MO KIO ST 52",0.522293715456942,1,0.099265863013972,5,0.130130971931542,3,0.235613399171771,2,2.03238258068814,0,9.33161049768488,"56",2011
"47","101 ANG MO KIO AVE 3",0.34936952543906,1,0.428117384085518,5,0.346731357784493,5,0.106180279294134,3,1.53470520032048,0,9.2645024683143,"56",1978
"48","430 ANG MO KIO AVE 3",0.371522759069068,1,0.402364399856872,5,0.408219468325735,5,0.308706264657904,2,2.16888475132367,0,9.021973609857,"56",1979
"49","520 ANG MO KIO AVE 5",0.42449675894429,1,0.318206363220717,6,0.376548951815679,3,0.214854901464117,3,1.68369536545822,0,9.51279321700417,"56",1980
"50","716 ANG MO KIO AVE 6",0.445144599128531,1,0.135498870359128,7,0.105257069291113,7,0.624950184769281,4,1.52497992151398,0,9.32121687040779,"56",1980
"51","588A ANG MO KIO ST 52",0.431299830390332,1,0.138274093799785,5,0.201505939771087,3,0.12539096836347,2,1.91859302361869,0,9.36529253950517,"56",2011
"52","310A ANG MO KIO AVE 1",0.853951257525464,1,0.289589679724764,7,0.482154813094623,4,0.686900986181902,2,2.17305994082682,0,8.60147246973961,"56",2012
"53","613 ANG MO KIO AVE 4",0.728616003172325,3,0.469954269412743,1,0.318540139476918,3,0.488116215952109,3,0.630455938786503,1,10.1702720808276,"56",1996
"54","101 BEDOK NTH AVE 4",0.675914933747244,1,0.239749256864128,5,0.289742620463766,3,0.30143440752545,4,1.46078930680054,0,10.8965419074263,"46",1978
"55","548 BEDOK NTH AVE 1",0.840451050496032,2,0.19368942721037,10,0.262368439138124,4,0.600577926219653,4,2.69762847706445,0,9.64851483943117,"46",1980
"56","75 BEDOK NTH RD",0.474837706374179,1,0.412685991921354,6,0.428705902728414,3,0.68761681242765,2,1.65213029785962,0,10.9962563688667,"46",1978
"57","550 BEDOK NTH AVE 1",0.762034820049758,2,0.128289179000419,8,0.232813920571026,4,0.617552876744607,4,2.672761835892,0,9.7038376870485,"46",1980
"58","1 BEDOK STH AVE 1",0.542371341203193,1,0.115548713262121,5,0.205068634229643,4,0.545428966520883,1,2.83089704156702,0,9.82678037394159,"46",1976
"59","151 BEDOK RESERVOIR RD",0.350110483018975,2,0.332265007240742,5,0.429000787992082,1,0.508890080016813,1,2.3039792818237,0,8.50525134585157,"47",1988
"60","54 CHAI CHEE ST",0.681490811735095,1,0.587794047830362,6,0.485986455980565,2,0.64236550302714,1,2.10484527046836,0,8.99367054134643,"46",1981
"61","50 CHAI CHEE ST",0.781223820471964,1,0.48688144032417,8,0.393504637429397,2,0.673264462630357,1,2.18785389572732,0,9.10929586098294,"46",1981
"62","105 BEDOK RESERVOIR RD",0.652277682422387,2,0.641215608087978,5,0.694638593742523,1,0.293062201369399,2,1.56902103079313,0,7.85698352453671,"47",1985
"63","528 BEDOK NTH ST 3",0.524800138769667,1,0.380726524104634,5,0.358203510707339,2,0.476048967484858,4,2.46063576237598,0,9.94768876042962,"46",1979
"64","534 BEDOK NTH ST 3",0.783871167196874,2,0.104057911600728,6,0.110018559217866,2,0.463074409332077,3,2.67442565381745,0,9.55203010508686,"46",1986
"65","77 BEDOK NTH RD",0.512734524960474,1,0.496957129800666,6,0.509695246518039,3,0.738689495843255,2,1.5856686083468,0,11.0166319668882,"46",1986
"66","116 BEDOK RESERVOIR RD",0.437901714738743,1,0.622771419200205,7,0.647062993933517,1,0.255118894740251,2,1.77978314407542,0,7.93998007776436,"47",1986
"67","18 BEDOK STH RD",0.686593011665275,1,0.442069759950619,9,0.747282908912072,2,0.645518270555774,1,2.30436634945828,0,9.25618484962791,"46",1976
"68","40 CHAI CHEE AVE",0.451816405859223,1,0.275623529639947,8,0.471529123246229,4,0.736740767758187,2,2.31032078875006,0,9.33274782977794,"46",1974
"69","57 NEW UPP CHANGI RD",0.623991748953205,1,0,5,0.0500278047912489,4,0.420664856213912,2,2.04345818876738,0,10.778632207373,"46",1985
"70","105 BEDOK NTH AVE 4",0.574761096342666,1,0.23023078009684,4,0.315650530562066,3,0.223539352389447,4,1.63823862037374,0,10.7184662855067,"46",1977
"71","709 BEDOK RESERVOIR RD",0.49227816395482,1,0.231736900850136,5,0.450399128023383,3,0.119874945262988,1,2.71781523295174,0,9.4652359954582,"47",1981
"72","42 CHAI CHEE ST",0.643836727846863,1,0.392229916382537,8,0.473804400555467,4,0.716189643711354,4,2.37040786039171,0,9.36559214086351,"46",1985
"73","55 CHAI CHEE DR",0.886266463963078,2,0.639647005377575,6,0.85043361534446,2,0.918141726601774,3,1.73119107542326,0,8.64472266356571,"46",1984
"74","2 BEDOK STH AVE 1",0.474379889537265,1,0.176513753664995,5,0.262819755628881,4,0.562793368672396,2,2.80533514874986,0,9.80208776291367,"46",1976
"75","37 CHAI CHEE AVE",0.450735350989854,1,0.218107294175441,7,0.487596573736472,4,0.732848114570976,2,2.24871770802257,0,9.27460535986045,"46",1983
"76","425 BEDOK NTH RD",0.608587891646945,2,0.377763796252604,9,0.460544888791503,4,0.329002138665905,3,2.59793546774755,0,9.7587038137816,"46",1979
"77","117 BEDOK NTH RD",0.955324369215659,2,0.193477190112376,8,0.156796760790646,4,0.55208030579626,5,1.66501391884717,0,10.7574693532338,"46",1978
"78","423 BEDOK NTH AVE 1",0.519990496042339,1,0.40680906149677,8,0.483229189943552,4,0.530150696025789,3,2.52871236590873,0,9.53822667039595,"46",1979
"79","533 BEDOK NTH ST 3",0.706425733655216,2,0.193612530330504,6,0.174273137679416,2,0.375337037152236,3,2.67739235570451,0,9.52798156167441,"46",1980
"80","149 BEDOK RESERVOIR RD",0.489016184283494,2,0.394705463208376,4,0.368693884898108,1,0.564503687211063,2,2.34677474850511,0,8.62629904698766,"47",1987
"81","35 BEDOK STH AVE 2",0.91034859086108,1,0.293350443548352,3,0.257192996335076,3,0.243893151725136,2,2.32452820234113,0,10.5129367156857,"46",1977
"82","42 BEDOK STH RD",0.892244892371151,1,0.322942267561588,2,0.306376443072293,2,0.384720229730136,2,2.36339936439057,0,10.578078544252,"46",1977
"83","34 BEDOK STH AVE 2",0.955812813721715,1,0.433291970722612,4,0.355283323119631,4,0.16347903647441,2,2.42786460979559,0,10.3554976019305,"46",1977
"84","7 BEDOK STH AVE 2",0.622486502579974,1,0.256697558230005,6,0.252113942753634,4,0.278718410728111,2,2.53983316413215,0,10.0881708623793,"46",1976
"85","8 BEDOK STH AVE 2",0.686468737242432,1,0.286760283866831,6,0.261057990790859,4,0.214706360183236,2,2.49760749305746,0,10.1500932500023,"46",1976
"86","80 BEDOK NTH RD",0.654516149537104,1,0.482781227928514,6,0.443936720221335,3,0.637719884703939,4,1.69094532886566,0,10.8665019848038,"46",1978
"87","78 BEDOK NTH RD",0.61212770727183,1,0.344390173204514,6,0.341935951611799,4,0.538061534975388,2,1.78888258103408,0,10.8349085195295,"46",1978
"88","135 BEDOK RESERVOIR RD",0.495892100819968,2,0.217467109962734,4,0.190027835117105,1,0.292732881094802,1,2.05414393941261,0,8.42602704059036,"47",1987
"89","148 BEDOK RESERVOIR RD",0.385711548402159,2,0.376314436296451,5,0.38267670259242,1,0.490179650376388,1,2.28355638806813,0,8.52030580206677,"47",1987
"90","81 BEDOK NTH RD",0.675661695632521,1,0.469982828434355,6,0.396942332884349,3,0.676530330107781,4,1.65741758353378,0,10.8782857850179,"46",1978
"91","142 BEDOK RESERVOIR RD",0.533431737106556,2,0.351425507908958,5,0.334875193657061,1,0.573321273597476,2,2.34300358563392,0,8.66018681104667,"47",1986
"92","124 BEDOK NTH RD",0.844740200701244,1,0.342826669398093,8,0.309901650831419,3,0.660002255988449,5,1.73277858393952,0,10.7450302576789,"46",1978
"93","705 BEDOK NTH RD",0.23936200221169,1,0.322232674854248,5,0.68622466110949,2,0.298306055030319,1,2.65350651912648,0,9.23690030218197,"47",1980
"94","554 BEDOK NTH ST 3",0.63306223177962,2,0.298265415904054,10,0.276141090023799,4,0.453430192174361,4,2.5162691654483,0,9.8490219945432,"46",1980
"95","602 BEDOK RESERVOIR RD",0.715565174175511,3,0.414432498773429,4,0.479040874019833,1,0.202241088845675,1,1.61977497404579,0,8.09478042616375,"47",1982
"96","508 BEDOK NTH AVE 3",0.358484457062739,1,0.163209066357538,7,0.216600502935401,5,0.0855774706897242,4,2.04209937018027,0,10.3114792704504,"46",1978
"97","720 BEDOK RESERVOIR RD",0.780534428586372,2,0.307727375040549,5,0.435732344492277,2,0.408355279894182,2,2.74503359574057,0,9.73429207903746,"47",1984
"98","765 BEDOK RESERVOIR VIEW",0.424101504993642,1,0.464307580545747,4,0.537354619909384,2,0.303210219877515,4,1.57046180756856,0,10.7880744047457,"47",2000
"99","10 CHAI CHEE RD",0.683408443331737,1,0.284127648746602,8,0.533778923125207,4,0.845730495039871,3,2.23436178525995,0,9.23036732821302,"46",2001
"100","185 BEDOK NTH RD",0.62347094710397,1,0.236010951136018,6,0.229097492162092,4,0.451920243164252,2,1.88719053156612,0,10.787261805561,"46",2005
"101","111 LENGKONG TIGA",0.382818381530525,1,0.0674201548468371,3,0.887295011054153,1,0.778885497949594,2,1.03834074761554,0,7.7480196532583,"41",1989
"102","220B BEDOK CTRL",0.513439916387387,1,0.30329289671105,9,0.216745619487246,6,0.453347749006068,4,2.39787598176918,0,10.0935321116118,"46",2010
"103","603 BEDOK RESERVOIR RD",0.710050960645575,3,0.295012464210324,4,0.363428176356573,1,0.20615571027217,1,1.71139887700897,0,8.21674219754963,"47",1982
"104","21 CHAI CHEE RD",0.864820857631753,1,0.244385427747587,5,0.741517496790148,2,0.73489102057716,2,1.92309186718325,0,8.9182705110031,"46",1972
"105","672 JLN DAMAI",0.323219529301921,1,0.599632715837132,7,0.609627695983291,1,0.268186115291456,2,1.89555031419059,0,8.02068545063323,"41",1996
"106","415 BEDOK NTH AVE 2",0.631932019285909,2,0.289036059882057,10,0.399005246389846,5,0.194226224358002,3,2.46917759077526,0,9.8905371816114,"46",1978
"107","763 BEDOK RESERVOIR VIEW",0.294996112390582,1,0.5339607761979,4,0.569578909686634,2,0.269280087630364,4,1.68436734879558,0,10.6823623824491,"47",2000
"108","805 CHAI CHEE RD",0.930993346072766,1,0.303056723525337,4,0.926078743820084,2,0.605078902467061,2,1.75311196980613,0,8.76306163107856,"46",1993
"109","723 BEDOK RESERVOIR RD",0.366404371075752,1,0.493508623084207,5,0.453171315409182,2,0.474507224395075,4,2.27827599140437,0,10.1747677928392,"47",1984
"110","722 BEDOK RESERVOIR RD",0.44815654590319,1,0.510849486396706,5,0.463120175634024,2,0.516706785802237,4,2.3680340154862,0,10.0851163010956,"47",1984
"111","219C BEDOK CTRL",0.405323917874447,1,0.237150441217746,9,0.247937676089451,6,0.509917178642665,3,2.51190634264782,0,9.98099611880404,"46",2010
"112","640 BEDOK RESERVOIR RD",0.504027286634838,2,0.418083075996353,4,1.03076572498734,0,0.564185521079832,2,1.94762347506472,0,7.69197530460797,"41",1993
"113","160 BEDOK STH AVE 3",0.891644925117392,1,0.68711253069499,1,0.713069641256091,1,0.178478888678881,2,2.44714245058504,0,10.965216850726,"46",1986
"114","94C BEDOK NTH AVE 4",0.826616842538951,1,0.447212718884916,5,0.461662150707248,1,0.289501996995094,2,1.10609879685233,0,11.3159498835791,"46",1993
"115","22 SIN MING RD",0.790514000513744,3,0.488938239654689,3,0.643690777733132,1,0.673020369675385,2,1.73651797286906,0,7.8400956082135,"57",1973
"116","407 SIN MING AVE",0.148225546305931,2,0.5356611421944,2,0.663953243694781,2,0.346007125600574,2,2.38926174248614,0,8.62909081807773,"57",1986
"117","105 BISHAN ST 12",0.557150456174953,4,0.303550562515605,5,0.859918239600825,2,0.865853824171541,2,1.07271274518557,0,6.46878604772992,"57",1985
"118","167 BISHAN ST 13",0.787787145405767,2,0.639567056819193,6,0.868842812033996,1,0.162581668305146,3,1.98744485505078,0,6.69685483556523,"57",1988
"119","111 BISHAN ST 12",0.419932237092479,4,0.16151934267713,5,0.970061410041781,1,0.746116478254833,2,1.20241570175093,0,6.59361124646234,"57",1986
"120","181 BISHAN ST 13",0.482630838060366,2,0.33839005672722,5,1.01589426779383,0,0.174364982766628,1,1.78259584456986,0,6.81040495323375,"57",1987
"121","166 BISHAN ST 13",0.730199388236427,2,0.600705044867889,5,0.963431115709007,1,0.090996172515019,3,2.00585305003089,0,6.79133070470994,"57",1987
"122","109 BISHAN ST 12",0.455439437828288,4,0.188253353861873,5,0.936736327329805,1,0.765312376991076,2,1.17808859410214,0,6.55892213239823,"57",1985
"123","115 BISHAN ST 12",0.332044321851636,3,0.0643327273386897,4,1.05469373859095,0,0.647902088904627,2,1.31651663512169,0,6.68385009175066,"57",1986
"124","260 BISHAN ST 22",1.11203061702799,0,0.314353568207949,3,0.806263492847496,3,0.621159517583145,1,2.03171770286242,0,8.04841492672536,"57",1992
"125","275A BISHAN ST 24",0.834071734848055,2,0.0685233483277376,4,0.893491279260853,2,0.270031938974734,1,1.75789839736828,0,7.71186101048967,"57",2011
"126","214 BISHAN ST 23",0.696005240559921,2,0.502892696751992,5,0.705506182856298,2,0.491916241465283,3,2.05987349169964,0,7.75294352702858,"57",1992
"127","182 BISHAN ST 13",0.452227905590007,2,0.358440766432302,4,1.130423204558,0,0.197429076993241,1,1.85770013547506,0,6.9313830622123,"57",1987
"128","448 BRIGHT HILL DR",0.4731870640161,2,0.405999280193662,2,0.946472190609082,1,0.300009537438297,1,2.02732288369364,0,8.16333173692178,"57",1990
"129","402 SIN MING AVE",0.0591845057524764,2,0.69248693473077,2,0.841254058302635,2,0.245014910134636,1,2.43626911859138,0,8.59338519551909,"57",1986
"130","128 BISHAN ST 12",0.588642453551119,3,0.229646772886586,6,0.81714841618538,2,0.556558632953968,2,1.3989808639646,0,6.47325419821925,"57",1987
"131","303 SHUNFU RD",0.158363539154714,2,0.355088808246789,1,0.296506916732535,1,0.900604366311069,1,0.898458690908917,1,7.03893698327405,"57",1985
"132","231 BISHAN ST 23",0.759536816089135,2,0.228761476474378,4,0.770335413635273,1,0.305626791441261,2,1.90960336485316,0,7.74693591628085,"57",1992
"133","134 BISHAN ST 12",0.734221225454434,3,0.406650749682512,6,0.656536428460351,2,0.489296030026415,3,1.5466321175119,0,6.39628532213266,"57",1986
"134","342 BT BATOK ST 34",1.51240090520273,0,0.435020145599612,4,2.44392744020478,0,0.191140289929466,2,1.63503242785023,0,14.1756885238731,"65",1987
"135","530 BT BATOK ST 51",0.813727913406042,1,0.291307309806057,5,2.0507855110012,0,0.405873072503227,3,1.26562997953726,0,13.5372903570239,"65",1987
"136","145 BT BATOK ST 11",0.65846942270483,1,0.192348337009884,5,0.982335145595365,1,0.34563789599721,2,0.210859352986252,1,13.8667980647753,"65",1984
"137","528 BT BATOK ST 51",0.864872155946796,1,0.250379819757631,5,2.08701541447176,0,0.405228161978258,3,1.29687690445993,0,13.5668242976913,"65",1987
"138","537 BT BATOK ST 52",0.692580526528519,1,0.384592280213613,4,1.95281408248102,0,0.377144666686986,2,1.17932599566875,0,13.4909774432572,"65",1987
"139","213 BT BATOK ST 21",0.408833143679101,1,0.410163414031767,6,1.68377089066174,0,0.16826013533287,3,1.21781109180178,0,12.8466084781454,"65",1984
"140","219 BT BATOK ST 21",0.637911916557258,1,0.243729660066494,4,1.96509818017461,0,0.210934302674021,3,1.48131174178333,0,12.6303792200372,"65",1985
"141","235 BT BATOK EAST AVE 5",0.751909467145525,1,0.134645651349411,4,2.13928286769353,0,0.32936888347531,3,1.60784902615224,0,12.5826614646605,"65",1985
"142","130 BT BATOK WEST AVE 6",0.470482012736955,1,0.390090454028365,6,1.23575768589542,0,0.608539767797569,3,0.474413822585624,1,13.7231046570185,"65",1984
"143","212 BT BATOK ST 21",0.35917733503986,1,0.362607032602507,6,1.66327819861599,0,0.219093023070623,3,1.17787721924009,0,12.8946386838284,"65",1985
"144","346 BT BATOK ST 34",1.50001100919014,0,0.275078627354403,4,2.54990108004954,0,0.237936037915475,2,1.73638139233846,0,13.9898044204181,"65",1986
"145","226 BT BATOK CTRL",0.402893049903611,1,0.427329218886272,4,1.81435927914456,0,0.324457991412273,3,1.25884982579523,0,12.8924039517269,"65",1984
"146","247 BT BATOK EAST AVE 5",0.831051420957761,1,0.257265573823804,4,2.25818465679043,0,0.493213933737654,3,1.68014386668,0,12.6060583923661,"65",1985
"147","169 BT BATOK WEST AVE 8",1.00058115882954,0,0.220140202897895,5,0.49506529686859,1,0.288387811284368,3,0.340442372850855,1,13.9602964382527,"65",1984
"148","154 BT BATOK ST 11",0.637836035252483,1,0.0496138566703592,5,0.840641732518319,1,0.397824867142116,2,0.305179826632377,1,13.7192585595098,"65",1998
"149","260 BT BATOK EAST AVE 4",1.07278276130577,0,0.421312067792827,2,2.28057986518267,0,0.653590650508973,3,1.91303201347449,0,12.4778720370427,"65",1985
"150","360 BT BATOK ST 31",1.34476324625881,0,0.237834154619062,4,2.42615006791174,0,0.318694838148091,3,1.61307578203476,0,13.8918745446568,"65",1987
"151","217 BT BATOK ST 21",0.628852783412347,1,0.279878273353914,5,1.92494682691496,0,0.152989789442359,3,1.46172211235115,0,12.6288100190678,"65",1984
"152","178 BT BATOK WEST AVE 8",0.842622405241128,1,0.125347533929838,5,0.612415590797938,1,0.399345151494808,2,0.392238063367682,1,13.7646725283345,"65",1984
"153","265 BT BATOK EAST AVE 4",1.15099766128614,0,0.402108777739084,2,2.14684669816784,0,0.62690380852692,3,2.00106663527819,0,12.3438677988264,"65",1985
"154","134 BT BATOK WEST AVE 6",0.630690044905601,1,0.390965630477687,6,1.17534205190773,0,0.499309446293671,2,0.372821992100727,1,13.8821555794357,"65",1984
"155","301 BT BATOK ST 31",0.866448480191235,1,0.192869030868715,5,1.92349141077804,0,0.269680666158192,3,1.11555326018783,0,13.7874216250812,"65",1985
"156","289E BT BATOK ST 25",1.19956783708173,0,0.353094566514747,4,1.9434249177054,0,0.340013563161842,2,1.90389265509175,0,12.0570614872768,"65",1998
"157","244 BT BATOK EAST AVE 5",0.854044713595304,1,0.173974494765769,4,2.26090106804625,0,0.416170384634465,3,1.70867078018284,0,12.5367038030307,"65",1985
"158","248 BT BATOK EAST AVE 5",0.795068568161234,1,0.299696986053038,4,2.23079054055932,0,0.514508182441953,3,1.63984034257246,0,12.6612454453213,"65",1985
"159","290D BT BATOK EAST AVE 3",1.01818257773649,0,0.256171090227172,4,2.13649412009978,0,0.16777501005429,2,1.78263785632485,0,12.2348169015444,"65",1998
"160","395 BT BATOK WEST AVE 5",1.16497431924621,0,0.206128613740708,4,3.01326775582491,0,0.414387029940514,2,2.2004324790085,0,14.0963693784997,"65",2004
"161","642 BT BATOK CTRL",0.238199232876742,1,0.266038995846685,5,1.67148535211459,0,0.412563132938252,3,1.09399860583422,0,13.0475243134496,"65",1989
"162","185 BT BATOK WEST AVE 6",0.560481972993585,1,0.139921471839761,5,0.894141160094141,1,0.52355488404995,3,0.432232755288682,1,13.5924777048878,"65",1989
"163","106 BT BATOK CTRL",0.279617670789747,1,0.244940329297565,5,1.17634102889818,0,0.727989245990018,3,0.606796205513806,1,13.4354917927866,"65",1985
"164","210 BT BATOK ST 21",0.397913215927405,1,0.366235226504394,8,1.37765359450902,0,0.415083297904206,2,1.00334252074576,0,13.0166767552741,"65",1985
"165","386 BT BATOK WEST AVE 5",1.42461816443973,0,0.0880976445130623,4,2.81110372125869,0,0.368535952758462,2,1.99783125446752,0,13.9104167098735,"65",2004
"166","394 BT BATOK WEST AVE 5",1.14797834368961,0,0.22894253096126,4,3.04737949232016,0,0.457902830264738,2,2.23418390354779,0,14.0686795923377,"65",2004
"167","190 BT BATOK WEST AVE 6",0.564294652536642,1,0.342872085414277,5,0.94830652471436,1,0.638926257835338,3,0.651305614404356,1,13.392265019448,"65",1997
